index,season,date,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,a_possession,h_possession (in percent),h_possession,a_possession (in percent),h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners
1509,19-20,Jun 14 2020,27,Sønderjyske,Lyngby,1,0,0,0,11,8,112.06,117.71,0.5,50,0.5,50,14,8,18,17,0,0,4,2,2,6
1510,19-20,Jun 14 2020,27,Nordsjælland,København,1,1,0,1,19,14,121.67,119.04,0.38,62,0.62,38,14,11,12,13,0,0,3,1,6,2
1511,19-20,Jun 14 2020,27,Brøndby,AGF,0,0,0,0,3,13,111.53,106.72,0.48,52,0.52,48,16,16,9,24,0,0,3,3,7,8
1512,19-20,Jun 15 2020,27,Silkeborg,OB,6,0,2,0,9,9,116.08,111.72,0.44,56,0.56,44,10,6,9,8,0,0,3,2,7,5
1513,19-20,Jun 16 2020,28,Horsens,Esbjerg,2,2,1,1,9,11,113.9,116.92,0.48,52,0.52,48,12,12,17,16,0,0,2,4,4,2
1514,19-20,Jun 16 2020,28,Randers,Hobro,4,0,2,0,15,7,109.06,107.04,0.41,59,0.59,41,14,6,10,11,0,1,2,3,2,5
1515,19-20,Jun 17 2020,28,AGF,Nordsjælland,2,1,2,0,15,8,111.76,109.22,0.65,35,0.35,65,16,13,9,11,0,0,4,2,4,7
1516,19-20,Jun 17 2020,28,København,AaB,2,0,2,0,15,9,113.61,114.54,0.45,55,0.55,45,15,12,18,14,0,0,2,1,3,1
1517,19-20,Jun 18 2020,28,Lyngby,Silkeborg,0,0,0,0,11,27,115.69,118.16,0.45,55,0.55,45,6,11,10,7,0,0,1,2,7,3
1518,19-20,Jun 18 2020,28,OB,Sønderjyske,2,0,2,0,14,7,119.94,119.4,0.63,37,0.37,63,9,11,5,14,0,0,0,2,3,7
1519,19-20,Jun 18 2020,28,Midtjylland,Brøndby,0,0,0,0,16,3,112.3,116.44,0.49,51,0.51,49,10,11,9,13,0,0,3,0,4,4
1520,19-20,Jun 20 2020,29,Horsens,Randers,0,0,0,0,15,13,111.94,108.04,0.47,53,0.53,47,11,13,15,11,0,0,1,1,4,6
1521,19-20,Jun 20 2020,29,AaB,Nordsjælland,0,4,0,2,10,23,113.41,117.76,0.51,49,0.49,51,6,10,10,15,0,0,1,1,1,9
1522,19-20,Jun 21 2020,29,Silkeborg,Sønderjyske,1,2,1,0,11,21,107.17,109.51,0.49,51,0.51,49,6,11,9,10,1,0,1,2,10,0
1523,19-20,Jun 21 2020,29,Esbjerg,Hobro,1,3,1,0,18,6,116.07,108.73,0.45,55,0.55,45,17,14,7,4,0,0,3,3,2,3
1524,19-20,Jun 21 2020,29,Brøndby,København,1,1,0,0,16,13,98.48,101.79,0.51,49,0.49,51,21,9,11,12,0,0,4,3,3,6
1525,19-20,Jun 21 2020,29,Midtjylland,AGF,3,4,1,1,14,12,111.8,103.78,0.5,50,0.5,50,12,12,17,13,0,0,3,4,5,4
1526,19-20,Jun 22 2020,29,Lyngby,OB,1,2,1,1,15,13,109.78,112.45,0.52,48,0.48,52,9,10,12,10,0,0,0,3,4,3
1527,19-20,Jun 26 2020,30,AGF,AaB,1,4,1,3,15,13,122.32,125.5,0.54,46,0.46,54,13,6,11,9,0,0,3,2,5,2
1528,19-20,Jun 27 2020,30,Sønderjyske,Silkeborg,1,0,0,0,17,8,113.38,112.4,0.47,53,0.53,47,7,12,7,10,0,0,2,6,8,3
1529,19-20,Jun 28 2020,30,Randers,Horsens,0,3,0,1,17,13,112.78,112.7,0.47,53,0.53,47,10,15,6,10,1,0,2,2,3,7
1530,19-20,Jun 28 2020,30,Hobro,Esbjerg,2,1,0,1,13,10,117.64,114.22,0.54,46,0.46,54,13,17,16,13,0,0,2,3,5,10
1531,19-20,Jun 28 2020,30,Nordsjælland,Brøndby,0,2,0,1,13,8,115.42,119.28,0.52,48,0.48,52,13,10,21,3,0,0,2,1,7,2
1532,19-20,Jun 28 2020,30,København,Midtjylland,1,2,0,1,2,10,113.78,117.57,0.34,66,0.66,34,11,14,10,14,0,0,2,1,8,4
1533,19-20,Jun 29 2020,30,OB,Lyngby,3,1,0,1,17,8,121.5,123.6,0.37,63,0.63,37,13,9,6,5,0,1,2,3,4,3
1534,19-20,Jul 03 2020,31,Esbjerg,Horsens,1,2,1,1,31,14,121.89,124.77,0.51,49,0.49,51,12,8,11,7,0,0,1,0,6,4
1535,19-20,Jul 04 2020,31,Silkeborg,Lyngby,2,0,0,0,18,12,110.85,106.01,0.58,42,0.42,58,8,6,11,15,0,0,2,1,7,2
1536,19-20,Jul 04 2020,31,Sønderjyske,OB,1,1,0,0,5,9,117.67,116.98,0.66,34,0.34,66,17,11,10,11,0,0,3,5,7,5
1537,19-20,Jul 05 2020,31,Nordsjælland,Midtjylland,0,1,0,0,16,11,122.77,119,0.35,65,0.65,35,13,9,10,10,0,1,4,3,9,5
1538,19-20,Jul 05 2020,31,Hobro,Randers,2,3,1,2,4,20,113.15,110.96,0.54,46,0.46,54,14,8,6,15,0,0,3,1,6,3
1539,19-20,Jul 05 2020,31,AaB,Brøndby,2,0,1,0,18,6,118.74,115.08,0.51,49,0.49,51,11,15,11,8,0,0,2,1,7,9
1540,19-20,Jul 05 2020,31,AGF,København,1,0,0,0,15,8,125.48,125.18,0.65,35,0.35,65,19,11,5,11,0,0,3,0,4,1
1541,19-20,Jul 08 2020,32,Randers,Esbjerg,3,1,0,1,9,16,119.25,118.76,0.57,43,0.43,57,15,14,13,11,0,0,2,3,6,4
1542,19-20,Jul 08 2020,32,Horsens,Hobro,3,2,1,2,26,10,115.57,116.71,0.31,69,0.69,31,8,5,14,13,0,0,0,1,5,3
1543,19-20,Jul 08 2020,32,OB,Silkeborg,1,3,0,2,5,14,111.24,113.6,0.64,36,0.36,64,9,9,13,7,0,0,3,3,8,3
1544,19-20,Jul 08 2020,32,Lyngby,Sønderjyske,1,1,0,1,13,12,116.03,119.47,0.55,45,0.45,55,15,14,12,12,0,0,0,1,9,4
1545,19-20,Jul 09 2020,32,Brøndby,Nordsjælland,4,0,2,0,16,14,115.64,113.78,0.48,52,0.52,48,16,10,11,10,0,0,3,1,5,1
1546,19-20,Jul 09 2020,32,AaB,AGF,1,0,1,0,17,14,112.72,110.71,0.48,52,0.52,48,13,10,8,3,0,1,1,3,0,12
1547,19-20,Jul 09 2020,32,Midtjylland,København,3,1,0,1,15,15,120.38,119.79,0.58,42,0.42,58,16,8,15,11,0,0,2,1,3,3
1548,19-20,Jul 11 2020,33,Randers,OB,2,1,0,1,12,9,117.58,119.4,0.42,58,0.58,42,13,13,14,15,0,0,0,2,9,0
1549,19-20,Jul 12 2020,33,Nordsjælland,AaB,0,0,0,0,20,11,119.04,120.78,0.41,59,0.59,41,10,15,11,10,0,0,2,2,7,1
1550,19-20,Jul 12 2020,33,København,Brøndby,0,0,0,0,9,16,114.32,119.08,0.51,49,0.49,51,6,17,12,4,0,0,0,2,9,1
1551,19-20,Jul 12 2020,33,AGF,Midtjylland,3,0,1,0,12,8,117.54,117.52,0.61,39,0.39,61,15,14,13,12,0,0,3,3,4,12
1552,19-20,Jul 13 2020,33,Hobro,Lyngby,1,2,1,0,10,13,116.06,116.02,0.55,45,0.45,55,16,9,16,9,0,0,0,0,5,4
1553,19-20,Jul 17 2020,34,Midtjylland,Nordsjælland,6,3,1,2,21,8,114.88,111.79,0.32,68,0.68,32,4,11,13,10,0,1,2,1,7,2
1554,19-20,Jul 19 2020,34,OB,Randers,2,0,1,0,14,15,117.98,118.85,0.49,51,0.51,49,8,11,20,11,0,0,1,3,0,9
1555,19-20,Jul 19 2020,34,Brøndby,AaB,0,1,0,1,17,6,120.07,116.97,0.32,68,0.68,32,7,13,13,5,0,0,2,4,6,6
1556,19-20,Jul 19 2020,34,København,AGF,2,4,1,2,14,11,116.66,118.79,0.37,63,0.63,37,7,19,5,17,0,0,2,5,4,7
1557,19-20,Jul 20 2020,34,Lyngby,Hobro,2,2,1,1,6,20,117.08,115.05,0.52,48,0.48,52,14,17,11,13,1,2,4,4,5,8
1558,19-20,Jul 22 2020,35,Nordsjælland,AGF,1,1,0,0,14,16,113.27,114.73,0.4,60,0.6,40,17,10,19,8,0,0,2,2,2,9
1559,19-20,Jul 22 2020,35,Brøndby,Midtjylland,1,1,1,1,10,16,122.68,120.47,0.49,51,0.51,49,11,5,10,12,0,0,3,1,4,4
1560,19-20,Jul 23 2020,35,OB,Horsens,3,1,1,0,16,11,113.28,115.3,0.55,45,0.45,55,13,11,13,9,0,0,2,3,8,7
1561,19-20,Jul 23 2020,35,AaB,København,0,1,0,0,10,8,118.22,118.94,0.45,55,0.55,45,16,8,11,10,0,0,0,4,7,4
1562,19-20,Jul 26 2020,36,Horsens,OB,1,1,0,0,15,12,122.07,124.81,0.39,61,0.61,39,14,9,16,12,0,0,4,3,7,7
1563,19-20,Jul 26 2020,36,Midtjylland,AaB,1,2,0,2,17,14,117.65,110.7,0.44,56,0.56,44,11,17,9,14,0,0,0,2,9,3
1564,19-20,Jul 26 2020,36,København,Nordsjælland,2,1,1,1,11,14,116.24,115.52,0.54,46,0.46,54,11,16,11,12,0,0,2,3,0,8
1565,19-20,Jul 26 2020,36,AGF,Brøndby,0,1,0,0,15,11,121.8,115.88,0.56,44,0.44,56,8,12,11,12,0,1,2,4,7,4
1566,19-20,Jul 29 2020,36,AGF,OB,2,1,1,0,14,6,111.68,111.45,0.55,45,0.45,55,0,1,8,14,0,0,5,3,4,2
1567,20-21,Sep 11 2020,1,Sønderjyske,Midtjylland,2,0,0,0,12,16,119.81,115.83,0.63,37,0.37,63,14,10,9,13,0,0,0,1,2,3
1568,20-21,Sep 13 2020,1,Horsens,Randers,0,3,0,0,19,17,117.19,121.31,0.55,45,0.45,55,8,13,16,6,1,0,1,3,8,4
1569,20-21,Sep 13 2020,1,Lyngby,AaB,0,0,0,0,9,12,127.68,128.32,0.49,51,0.51,49,5,10,13,13,0,1,1,1,8,5
1570,20-21,Sep 13 2020,1,Brøndby,Nordsjælland,3,2,0,2,12,9,117.4,115.15,0.41,59,0.59,41,15,10,11,12,0,0,1,2,3,3
1571,20-21,Sep 13 2020,1,OB,København,3,2,3,0,13,13,117.04,122.35,0.67,33,0.33,67,10,11,12,6,0,0,1,2,7,5
1572,20-21,Sep 14 2020,1,AGF,Vejle,4,2,2,0,14,6,113.74,113.64,0.58,42,0.42,58,20,14,10,6,0,0,1,2,4,5
1573,20-21,Sep 19 2020,2,Midtjylland,Lyngby,1,0,1,0,15,6,120.24,116.83,0.41,59,0.59,41,11,8,9,11,0,0,3,2,4,2
1574,20-21,Sep 20 2020,2,OB,Nordsjælland,1,1,0,0,15,7,117.48,116.34,0.51,49,0.49,51,12,17,11,7,0,0,2,4,9,6
1575,20-21,Sep 20 2020,2,København,Brøndby,1,2,1,1,15,10,114.86,116.56,0.52,48,0.48,52,13,22,13,15,0,0,2,2,5,11
1576,20-21,Sep 20 2020,2,Randers,AGF,1,1,0,0,16,8,120.39,116.81,0.29,71,0.71,29,18,9,10,14,0,1,6,1,1,14
1577,20-21,Sep 20 2020,2,Vejle,Sønderjyske,4,1,1,0,11,7,119.98,115.37,0.55,45,0.45,55,11,12,20,20,0,0,1,2,4,5
1578,20-21,Sep 21 2020,2,AaB,Horsens,1,0,0,0,19,9,120.73,120.21,0.46,54,0.54,46,9,16,13,3,0,0,1,1,4,8
1579,20-21,Sep 26 2020,3,Midtjylland,Randers,1,0,1,0,10,18,120.06,111.98,0.48,52,0.52,48,11,15,13,14,0,0,2,2,6,8
1580,20-21,Sep 27 2020,3,AGF,OB,4,2,2,1,10,21,120.44,118.68,0.62,38,0.38,62,12,10,12,4,0,0,1,2,6,3
1581,20-21,Sep 27 2020,3,Sønderjyske,AaB,3,1,1,0,13,9,108.82,103.68,0.58,42,0.42,58,19,17,9,9,0,0,4,0,4,4
1582,20-21,Sep 27 2020,3,Brøndby,Horsens,2,1,2,0,10,14,128.26,124.17,0.45,55,0.55,45,13,10,12,11,0,0,1,1,6,8
1583,20-21,Sep 27 2020,3,Vejle,København,2,2,0,1,24,7,111.71,110.77,0.48,52,0.52,48,16,18,11,16,0,0,2,3,3,4
1584,20-21,Sep 28 2020,3,Nordsjælland,Lyngby,4,1,0,1,25,8,113.14,115.45,0.51,49,0.49,51,10,5,8,13,0,0,1,2,5,3
1585,20-21,Oct 02 2020,4,Randers,Brøndby,1,2,0,1,17,13,118.26,117.54,0.47,53,0.53,47,6,9,12,14,0,0,0,1,7,5
1586,20-21,Oct 04 2020,4,OB,Vejle,0,1,0,0,5,17,114.41,116.26,0.61,39,0.39,61,7,23,22,4,1,0,0,5,9,6
1587,20-21,Oct 04 2020,4,Lyngby,Sønderjyske,2,2,1,1,12,19,118.56,113.32,0.48,52,0.52,48,9,11,9,15,1,0,2,2,5,7
1588,20-21,Oct 04 2020,4,AaB,AGF,1,1,0,1,7,10,113.1,111.24,0.44,56,0.56,44,17,17,7,12,0,0,2,2,5,6
1589,20-21,Oct 04 2020,4,Horsens,Midtjylland,2,2,2,2,15,28,107.83,109.6,0.59,41,0.41,59,13,7,13,14,0,0,3,1,4,6
1590,20-21,Oct 04 2020,4,København,Nordsjælland,3,2,2,1,30,11,117.06,124.17,0.4,60,0.6,40,9,20,4,7,0,0,2,1,1,3
1591,20-21,Oct 17 2020,5,Midtjylland,OB,3,1,0,1,25,8,115.74,116.31,0.34,66,0.66,34,5,17,12,11,0,0,2,5,3,4
1592,20-21,Oct 18 2020,5,AGF,Horsens,3,0,1,0,22,9,115.24,111.01,0.48,52,0.52,48,12,15,17,15,0,1,1,3,6,0
1593,20-21,Oct 18 2020,5,Vejle,Lyngby,3,2,1,1,15,6,114.67,107.23,0.42,58,0.58,42,11,10,12,11,0,1,1,2,6,1
1594,20-21,Oct 18 2020,5,Sønderjyske,Brøndby,2,0,0,0,10,15,117.31,111.24,0.65,35,0.35,65,4,13,12,13,0,0,1,0,5,1
1595,20-21,Oct 18 2020,5,København,AaB,1,2,0,2,13,11,118.2,111.92,0.4,60,0.6,40,8,12,17,14,0,0,0,1,9,5
1596,20-21,Oct 19 2020,5,Nordsjælland,Randers,1,0,0,0,11,6,115.07,117.47,0.47,53,0.53,47,17,7,5,7,0,0,4,3,10,2
1597,20-21,Oct 23 2020,6,Lyngby,OB,0,3,0,2,11,13,109.74,110.83,0.37,63,0.63,37,12,11,24,20,0,0,1,2,2,2
1598,20-21,Oct 24 2020,6,Brøndby,Midtjylland,2,3,1,0,14,16,119.64,112.85,0.56,44,0.44,56,12,18,12,9,1,0,5,3,2,9
1599,20-21,Oct 25 2020,6,Horsens,Nordsjælland,1,1,1,0,9,21,120.53,122.74,0.63,37,0.37,63,15,11,9,8,0,0,2,1,1,7
1600,20-21,Oct 25 2020,6,Randers,Sønderjyske,1,2,1,2,23,5,117.55,120.37,0.34,66,0.66,34,9,8,9,13,0,1,1,4,3,1
1601,20-21,Oct 25 2020,6,AGF,København,0,1,0,1,10,11,110.23,116.93,0.55,45,0.45,55,13,13,14,12,1,1,5,5,8,3
1602,20-21,Oct 26 2020,6,AaB,Vejle,1,3,1,1,7,12,117.62,111.42,0.47,53,0.53,47,10,15,10,4,0,0,2,3,4,6
1603,20-21,Oct 30 2020,7,Vejle,Randers,0,3,0,0,8,20,124.13,121.11,0.47,53,0.53,47,12,19,12,9,0,0,5,2,3,10
1604,20-21,Oct 31 2020,7,Nordsjælland,Midtjylland,4,1,2,1,23,18,119.37,113,0.56,44,0.44,56,20,10,15,7,0,0,0,1,8,1
1605,20-21,Nov 01 2020,7,OB,Horsens,1,0,1,0,9,13,113.78,114.65,0.44,56,0.56,44,16,19,16,12,0,1,1,1,5,4
1606,20-21,Nov 01 2020,7,København,Lyngby,4,2,2,0,11,14,117.46,115.96,0.51,49,0.49,51,7,16,6,13,1,0,2,2,2,7
1607,20-21,Nov 01 2020,7,AaB,Brøndby,2,1,1,1,16,12,110.43,114.41,0.53,47,0.47,53,16,10,11,12,0,0,2,1,4,9
1608,20-21,Nov 02 2020,7,Sønderjyske,AGF,1,1,1,1,14,7,113.2,102.7,0.52,48,0.48,52,17,19,9,11,0,0,3,3,6,3
1609,20-21,Nov 06 2020,8,Randers,AaB,1,2,0,1,4,7,118.29,116.98,0.5,50,0.5,50,13,7,13,11,0,0,3,1,8,6
1610,20-21,Nov 08 2020,8,Nordsjælland,Vejle,1,1,1,1,5,7,112.86,109.15,0.47,53,0.53,47,15,10,14,11,0,0,2,1,7,4
1611,20-21,Nov 08 2020,8,Lyngby,AGF,1,2,1,0,5,23,114.53,120.44,0.48,52,0.52,48,15,12,8,9,0,0,3,0,6,6
1612,20-21,Nov 08 2020,8,Brøndby,OB,3,1,1,0,10,4,113.98,115.1,0.43,57,0.57,43,7,18,10,4,0,0,1,1,1,3
1613,20-21,Nov 08 2020,8,Midtjylland,København,4,0,2,0,17,3,117.56,121.76,0.33,67,0.67,33,9,11,8,9,0,1,1,3,14,2
1614,20-21,Nov 08 2020,8,Horsens,Sønderjyske,0,3,0,1,11,10,115.62,118.12,0.45,55,0.55,45,14,14,10,10,0,0,5,2,7,7
1615,20-21,Nov 20 2020,9,Lyngby,Horsens,1,1,1,1,10,7,118.27,119.53,0.41,59,0.59,41,10,15,17,6,0,0,1,2,6,7
1616,20-21,Nov 22 2020,9,OB,Sønderjyske,1,1,0,0,18,13,110.76,113.3,0.5,50,0.5,50,18,12,11,16,0,0,2,2,6,6
1617,20-21,Nov 22 2020,9,AaB,Nordsjælland,1,1,0,1,13,6,120.89,117.84,0.42,58,0.58,42,14,10,8,6,0,0,2,4,6,14
1618,20-21,Nov 22 2020,9,AGF,Midtjylland,1,2,0,2,16,12,110.78,114.96,0.52,48,0.48,52,21,12,12,6,0,0,1,2,3,7
1619,20-21,Nov 22 2020,9,Vejle,Brøndby,0,2,0,1,19,16,117.33,112.45,0.57,43,0.43,57,20,11,8,15,0,0,3,3,10,4
1620,20-21,Nov 23 2020,9,København,Randers,1,2,0,1,14,18,123.78,122.36,0.38,62,0.62,38,12,14,8,7,0,0,3,2,3,6
1621,20-21,Nov 27 2020,10,Randers,OB,2,1,1,0,12,11,120.78,117.12,0.54,46,0.46,54,15,7,8,14,0,0,1,2,3,5
1622,20-21,Nov 28 2020,10,Midtjylland,AaB,0,0,0,0,11,5,120.17,116.85,0.42,58,0.58,42,12,12,6,14,0,0,2,3,6,6
1623,20-21,Nov 29 2020,10,Horsens,Vejle,3,1,2,0,10,23,122.66,121.67,0.71,29,0.29,71,16,14,2,7,0,0,4,6,9,5
1624,20-21,Nov 29 2020,10,Sønderjyske,København,1,3,0,2,10,12,119.38,118.04,0.62,38,0.38,62,14,9,11,20,0,0,0,1,3,4
1625,20-21,Nov 29 2020,10,Nordsjælland,AGF,3,1,2,1,10,22,115.08,107.45,0.49,51,0.51,49,19,8,15,16,1,0,3,1,2,6
1626,20-21,Nov 30 2020,10,Brøndby,Lyngby,4,1,1,0,15,12,115.26,117.31,0.55,45,0.45,55,11,11,10,14,0,0,0,3,3,9
1627,20-21,Dec 04 2020,11,OB,AaB,2,1,0,1,19,10,125.48,123.22,0.54,46,0.46,54,14,14,8,4,0,0,4,1,0,6
1628,20-21,Dec 05 2020,11,Vejle,Midtjylland,0,2,0,1,9,12,118,116.01,0.58,42,0.42,58,9,11,12,12,0,0,3,1,4,3
1629,20-21,Dec 06 2020,11,Sønderjyske,Nordsjælland,2,1,1,0,14,20,110.56,107.06,0.51,49,0.49,51,10,6,14,7,0,0,2,1,10,4
1630,20-21,Dec 06 2020,11,København,Horsens,2,0,2,0,22,10,123.83,119.67,0.36,64,0.64,36,8,13,8,13,0,0,1,1,6,9
1631,20-21,Dec 06 2020,11,Lyngby,Randers,0,3,0,0,11,6,114.08,119.33,0.43,57,0.57,43,10,21,7,4,0,0,1,3,9,2
1632,20-21,Dec 07 2020,11,AGF,Brøndby,3,1,1,1,17,7,111.48,114.7,0.58,42,0.42,58,13,11,12,9,0,1,2,2,8,5
1633,20-21,Dec 11 2020,12,Randers,Vejle,3,1,0,1,22,16,114.24,117.77,0.48,52,0.52,48,15,10,12,3,0,0,2,1,8,5
1634,20-21,Dec 13 2020,12,Horsens,AGF,1,2,0,1,16,16,117.96,118.18,0.44,56,0.56,44,14,16,11,8,0,0,1,3,6,5
1635,20-21,Dec 13 2020,12,AaB,Lyngby,3,2,2,2,9,7,116.63,115.09,0.65,35,0.35,65,9,14,13,10,0,0,2,4,2,9
1636,20-21,Dec 13 2020,12,Nordsjælland,København,0,1,0,0,19,17,115.8,115.85,0.55,45,0.45,55,15,9,12,7,0,0,2,2,7,2
1637,20-21,Dec 13 2020,12,Brøndby,Sønderjyske,2,1,1,1,12,7,124.85,124.91,0.39,61,0.61,39,10,11,9,6,0,0,2,3,5,3
1638,20-21,Dec 14 2020,12,OB,Midtjylland,1,1,1,0,6,17,118.24,120.22,0.65,35,0.35,65,20,15,10,8,0,0,2,2,5,5
1639,20-21,Dec 20 2020,13,Sønderjyske,Randers,0,1,0,0,11,11,122.08,121.21,0.46,54,0.54,46,14,14,8,7,1,0,2,4,12,5
1640,20-21,Dec 20 2020,13,Lyngby,Vejle,0,0,0,0,13,3,114.89,120.04,0.43,57,0.57,43,17,20,11,6,0,0,2,3,2,3
1641,20-21,Dec 20 2020,13,AGF,AaB,3,0,3,0,19,8,112.83,111.42,0.56,44,0.44,56,13,16,10,11,0,0,1,2,3,8
1642,20-21,Dec 20 2020,13,København,OB,1,1,1,0,14,10,121.33,118.68,0.4,60,0.6,40,9,13,8,13,0,0,1,2,3,10
1643,20-21,Dec 20 2020,13,Horsens,Brøndby,1,2,0,1,14,5,120.11,114.87,0.54,46,0.46,54,13,14,14,9,0,0,4,1,3,6
1644,20-21,Dec 21 2020,13,Midtjylland,Nordsjælland,3,1,2,1,18,6,118.08,118.07,0.51,49,0.49,51,7,9,13,12,0,0,0,1,4,10
1645,20-21,Feb 02 2021,14,Randers,Horsens,3,0,2,0,13,8,122.22,119.7,0.58,42,0.42,58,13,8,9,9,0,0,4,1,5,4
1646,20-21,Feb 02 2021,14,Vejle,AGF,0,0,0,0,12,15,111.34,115.5,0.6,40,0.4,60,17,12,9,11,0,0,3,2,9,3
1647,20-21,Feb 03 2021,14,OB,Lyngby,0,1,0,0,10,12,119.98,118.03,0.56,44,0.44,56,16,17,10,14,1,0,3,5,3,6
1648,20-21,Feb 03 2021,14,AaB,København,2,3,2,0,6,10,120.61,116.41,0.58,42,0.42,58,18,10,18,13,0,0,1,1,6,4
1649,20-21,Feb 04 2021,14,Midtjylland,Sønderjyske,1,2,0,1,11,11,113.99,117.04,0.38,62,0.62,38,9,23,6,9,0,0,1,5,11,1
1650,20-21,Feb 04 2021,14,Nordsjælland,Brøndby,0,1,0,1,13,8,115.68,112.58,0.44,56,0.56,44,6,5,9,12,0,0,1,1,3,1
1651,20-21,Feb 07 2021,15,Sønderjyske,Vejle,0,1,0,0,11,6,117.55,115.8,0.5,50,0.5,50,10,15,17,11,0,0,0,3,4,2
1652,20-21,Feb 07 2021,15,Nordsjælland,OB,0,2,0,1,17,7,118.74,112.5,0.41,59,0.59,41,14,9,16,9,0,0,0,0,3,12
1653,20-21,Feb 07 2021,15,Horsens,København,0,2,0,2,13,10,119.68,121.33,0.59,41,0.41,59,19,10,9,9,0,0,2,1,6,4
1654,20-21,Feb 07 2021,15,AGF,Lyngby,1,0,0,0,15,9,112.06,115.23,0.66,34,0.34,66,12,11,14,16,0,0,3,2,5,9
1655,20-21,Feb 07 2021,15,Brøndby,AaB,1,1,0,0,8,4,117.67,118.55,0.46,54,0.54,46,11,16,10,12,0,0,2,2,9,1
1656,20-21,Feb 08 2021,15,Randers,Midtjylland,1,2,0,0,8,13,117.08,114.8,0.57,43,0.43,57,14,12,11,7,0,0,2,2,7,4
1657,20-21,Feb 14 2021,16,AaB,Randers,0,0,0,0,8,19,117.49,118.44,0.44,56,0.56,44,18,18,13,13,1,0,2,2,6,3
1658,20-21,Feb 14 2021,16,Vejle,Nordsjælland,2,2,1,0,20,17,123.28,120.33,0.54,46,0.46,54,8,16,10,9,0,0,1,3,6,2
1659,20-21,Feb 14 2021,16,Lyngby,Brøndby,0,4,0,2,10,12,112.41,111.73,0.56,44,0.44,56,13,12,13,11,0,0,2,0,5,5
1660,20-21,Feb 14 2021,16,Midtjylland,Horsens,1,0,0,0,19,14,114.22,113.61,0.33,67,0.67,33,11,15,8,17,0,0,1,2,6,7
1661,20-21,Feb 14 2021,16,OB,AGF,0,0,0,0,15,8,119.73,119.03,0.48,52,0.52,48,13,18,5,9,0,0,2,4,0,14
1662,20-21,Feb 15 2021,16,København,Sønderjyske,3,2,1,1,15,11,122.09,123.53,0.4,60,0.6,40,12,21,10,12,0,1,4,3,4,1
1663,20-21,Feb 19 2021,17,AaB,Midtjylland,0,2,0,1,8,14,118.91,122.63,0.52,48,0.48,52,12,14,14,11,0,0,1,1,4,10
1664,20-21,Feb 21 2021,17,Randers,Nordsjælland,1,1,1,0,20,9,112.31,109.44,0.5,50,0.5,50,15,14,13,9,0,0,2,1,6,2
1665,20-21,Feb 21 2021,17,Horsens,OB,0,0,0,0,16,14,119.74,120.01,0.64,36,0.36,64,12,14,8,9,0,0,1,1,10,7
1666,20-21,Feb 21 2021,17,AGF,Sønderjyske,2,0,0,0,21,5,121.36,123.74,0.43,57,0.57,43,12,17,19,5,0,1,0,2,6,7
1667,20-21,Feb 21 2021,17,Brøndby,Vejle,2,1,1,0,11,12,116.77,116.86,0.4,60,0.6,40,14,12,13,17,0,0,1,1,3,2
1668,20-21,Feb 22 2021,17,Lyngby,København,2,2,0,1,10,20,116.95,115.25,0.54,46,0.46,54,21,10,17,10,0,0,4,1,4,8
1669,20-21,Feb 26 2021,18,Vejle,Horsens,0,0,0,0,17,13,124.08,121.41,0.41,59,0.59,41,12,16,13,8,0,0,0,1,2,2
1670,20-21,Feb 28 2021,18,OB,Randers,2,1,1,1,13,14,118.85,122.71,0.44,56,0.56,44,9,16,18,15,0,0,3,3,7,1
1671,20-21,Feb 28 2021,18,Nordsjælland,AaB,2,2,1,1,14,13,117.63,119.57,0.48,52,0.52,48,13,14,20,9,0,0,1,3,5,5
1672,20-21,Feb 28 2021,18,København,AGF,3,3,1,3,23,16,127.49,129.65,0.31,69,0.69,31,13,15,13,7,0,0,2,3,6,3
1673,20-21,Feb 28 2021,18,Midtjylland,Brøndby,1,0,0,0,8,10,124.3,118.32,0.49,51,0.51,49,13,17,14,12,1,0,2,1,5,2
1674,20-21,Mar 01 2021,18,Sønderjyske,Lyngby,1,4,0,2,11,17,110.41,111.24,0.54,46,0.46,54,10,14,15,14,0,0,2,1,3,2
1675,20-21,Mar 03 2021,19,AGF,Nordsjælland,0,1,0,1,9,13,123.21,121.7,0.58,42,0.42,58,14,15,12,5,1,0,5,4,4,2
1676,20-21,Mar 03 2021,19,Horsens,AaB,2,1,1,0,15,10,128.22,122.98,0.72,28,0.28,72,17,12,12,3,0,0,0,2,4,5
1677,20-21,Mar 03 2021,19,København,Vejle,2,1,1,0,12,11,118.61,119.23,0.39,61,0.61,39,9,21,9,14,0,0,0,2,4,4
1678,20-21,Mar 04 2021,19,Sønderjyske,OB,1,1,0,0,9,20,115.24,118.59,0.54,46,0.46,54,18,16,17,9,0,0,3,0,2,5
1679,20-21,Mar 04 2021,19,Lyngby,Midtjylland,2,0,1,0,19,11,117.56,115.34,0.53,47,0.47,53,12,17,20,13,0,2,1,3,4,6
1680,20-21,Mar 04 2021,19,Brøndby,Randers,0,0,0,0,8,16,116.27,118.49,0.36,64,0.64,36,12,11,16,16,0,0,2,1,12,3
