index,season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,a_possession,h_possession (in percent),h_possession,a_possession (in percent),h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
1699,20-21,23,Horsens,OB,1,1,1,0,12,11,116.47,115.71,396,446,273,323,123,123,0.69,0.72,0.6,40,0.4,60,0.45,0.55,12,12,10,11,2,3,8,3
1700,20-21,23,Nordsjælland,AGF,2,0,1,0,11,17,111.13,112.49,718,288,645,213,73,75,0.9,0.74,0.46,54,0.54,46,0.6,0.4,10,12,9,9,6,1,8,1
1701,20-21,23,AaB,SønderjyskE,3,2,1,1,15,16,111.59,114.5,515,457,414,366,101,91,0.8,0.8,0.5,50,0.5,50,0.48,0.52,19,10,11,11,1,3,8,2
1702,20-21,23,København,Randers,2,1,2,1,10,7,112.87,114.3,399,465,277,350,122,115,0.69,0.75,0.43,57,0.57,43,0.39,0.61,13,10,17,14,2,2,0,7
1703,20-21,23,Midtjylland,Brøndby,1,0,1,0,10,11,118.8,115.86,585,317,489,219,96,98,0.84,0.69,0.69,31,0.31,69,0.43,0.57,6,11,13,22,1,2,5,5
1704,20-21,23,Lyngby,Vejle,0,0,0,0,8,10,124.63,115.9,443,462,348,372,95,90,0.79,0.81,0.41,59,0.59,41,0.5,0.5,14,12,11,11,1,1,7,4
1705,20-21,24,OB,Vejle,0,1,0,0,11,11,118.68,117.52,390,585,269,466,121,119,0.69,0.8,0.46,54,0.54,46,0.49,0.51,17,9,6,14,2,1,6,4
1706,20-21,24,Randers,Nordsjælland,3,4,1,3,17,7,116.85,122.09,463,417,376,322,87,95,0.81,0.77,0.48,52,0.52,48,0.49,0.51,5,9,11,19,2,0,3,7
1707,20-21,24,SønderjyskE,Horsens,2,3,2,0,15,13,121.66,120.2,393,586,294,491,99,95,0.75,0.84,0.55,45,0.45,55,0.51,0.49,13,11,15,15,2,2,3,7
1708,20-21,24,Brøndby,København,1,3,0,1,6,6,107.79,111.88,345,568,288,506,57,62,0.83,0.89,0.43,57,0.57,43,0.43,0.57,11,11,8,10,3,3,1,6
1709,20-21,24,AGF,Midtjylland,1,4,0,1,8,18,117.56,112.02,409,370,315,271,94,99,0.77,0.73,0.46,54,0.54,46,0.51,0.49,15,15,10,18,3,4,7,3
1710,20-21,24,Lyngby,AaB,2,2,0,0,21,8,121.13,125.98,613,277,513,189,100,88,0.84,0.68,0.48,52,0.52,48,0.53,0.47,8,10,9,8,1,1,7,8
1711,20-21,25,Vejle,AaB,1,1,0,1,10,10,117.47,124.21,284,751,188,655,96,96,0.66,0.87,0.46,54,0.54,46,0.53,0.47,13,13,5,13,5,2,4,4
1712,20-21,25,Horsens,Lyngby,1,3,0,1,8,13,119.23,123.37,619,416,543,337,76,79,0.88,0.81,0.53,47,0.47,53,0.63,0.37,15,12,14,7,3,1,7,8
1713,20-21,25,OB,SønderjyskE,1,1,1,0,14,11,114.18,113.36,464,398,308,247,156,151,0.66,0.62,0.41,59,0.59,41,0.49,0.51,11,7,10,9,1,5,7,4
1714,20-21,25,København,Nordsjælland,2,2,1,1,5,7,112.97,116.08,640,282,559,206,81,76,0.87,0.73,0.73,27,0.27,73,0.51,0.49,11,12,11,7,0,1,5,5
1715,20-21,25,Brøndby,AGF,2,2,1,2,15,12,119.91,109.64,419,391,353,299,66,92,0.84,0.76,0.31,69,0.69,31,0.53,0.47,7,6,16,16,2,0,4,4
1716,20-21,25,Randers,Midtjylland,0,0,0,0,7,25,127.34,123.24,433,448,331,345,102,103,0.76,0.77,0.53,47,0.47,53,0.44,0.56,11,10,10,16,2,3,9,2
1717,20-21,26,Lyngby,SønderjyskE,0,1,0,1,12,9,114.59,114.59,688,296,617,229,71,67,0.9,0.77,0.37,63,0.63,37,0.52,0.48,14,18,9,8,0,2,7,2
1718,20-21,26,AaB,OB,3,2,1,0,12,17,115.62,111.02,373,565,268,460,105,105,0.72,0.81,0.53,47,0.47,53,0.53,0.47,12,13,12,5,1,3,3,2
1719,20-21,26,Nordsjælland,Brøndby,0,3,0,1,10,14,120.05,117.7,380,499,271,396,109,103,0.71,0.79,0.5,50,0.5,50,0.48,0.52,10,6,8,18,2,2,5,4
1720,20-21,26,AGF,Randers,2,0,1,0,16,14,125,117.93,273,697,188,627,85,70,0.69,0.9,0.57,43,0.43,57,0.43,0.57,11,14,13,13,1,2,1,9
1721,20-21,26,Vejle,Horsens,3,0,2,0,13,5,109.53,117.49,398,493,329,407,69,86,0.83,0.83,0.47,53,0.53,47,0.52,0.48,8,18,13,10,2,1,4,9
1722,20-21,26,Midtjylland,København,4,1,1,0,11,8,116.3,114.34,564,357,483,277,81,80,0.86,0.78,0.56,44,0.44,56,0.58,0.42,17,15,6,15,3,1,10,6
1723,20-21,27,Horsens,AaB,1,0,0,0,9,9,117.67,121.39,432,473,307,336,125,137,0.71,0.71,0.65,35,0.35,65,0.47,0.53,21,16,11,18,7,4,5,4
1724,20-21,27,SønderjyskE,Vejle,1,0,0,0,12,11,118.64,116.41,464,423,355,326,109,97,0.77,0.77,0.66,34,0.34,66,0.57,0.43,11,7,11,6,0,1,4,7
1725,20-21,27,Brøndby,Randers,2,0,1,0,9,13,113.85,118.25,364,554,258,443,106,111,0.71,0.8,0.51,49,0.49,51,0.59,0.41,6,3,11,16,3,3,4,3
1726,20-21,27,OB,Lyngby,2,0,2,0,8,10,112.93,110.93,331,493,255,415,76,78,0.77,0.84,0.7,30,0.3,70,0.53,0.47,18,15,8,12,7,0,8,7
1727,20-21,27,AGF,København,1,2,1,1,22,11,119.96,118.85,1053,187,981,130,72,57,0.93,0.7,0.53,47,0.47,53,0.49,0.51,19,14,11,6,3,3,5,4
1728,20-21,27,Nordsjælland,Midtjylland,3,2,1,1,15,23,125.5,122.51,305,790,217,720,88,70,0.71,0.91,0.54,46,0.46,54,0.51,0.49,16,7,9,8,1,2,3,11
1729,20-21,28,Horsens,Vejle,3,3,2,0,13,23,123.06,123.36,758,347,632,219,126,128,0.83,0.63,0.7,30,0.3,70,0.54,0.46,15,14,9,7,1,4,4,2
1730,20-21,28,AaB,Lyngby,4,0,2,0,22,10,117.96,117.98,599,378,506,276,93,102,0.84,0.73,0.48,52,0.52,48,0.44,0.56,16,8,7,12,6,2,11,3
1731,20-21,28,SønderjyskE,OB,2,0,0,0,14,16,116.59,121.79,558,425,473,345,85,80,0.85,0.81,0.56,44,0.44,56,0.45,0.55,9,12,11,14,3,0,12,1
1732,20-21,28,Randers,Brøndby,4,2,1,1,10,19,119.95,112.66,322,471,238,376,84,95,0.74,0.8,0.6,40,0.4,60,0.53,0.47,8,13,16,14,2,1,8,1
1733,20-21,28,Midtjylland,Nordsjælland,3,0,2,0,22,4,116.42,111.47,325,486,222,380,103,106,0.68,0.78,0.51,49,0.49,51,0.52,0.48,6,10,15,10,4,2,1,3
1734,20-21,28,København,AGF,3,2,3,0,8,7,117.02,110.79,646,224,574,145,72,79,0.89,0.65,0.61,39,0.39,61,0.52,0.48,17,14,7,14,2,1,7,3
1735,20-21,29,OB,AaB,1,0,1,0,14,13,114.3,111.84,380,381,287,291,93,90,0.76,0.76,0.58,42,0.42,58,0.5,0.5,6,14,13,11,1,2,3,5
1736,20-21,29,Lyngby,Horsens,3,4,0,2,17,9,119.75,125.33,362,725,271,639,91,86,0.75,0.88,0.28,72,0.72,28,0.54,0.46,14,16,9,10,1,2,3,8
1737,20-21,29,Vejle,SønderjyskE,4,2,1,0,18,8,121.03,122.3,452,433,308,299,144,134,0.68,0.69,0.53,47,0.47,53,0.53,0.47,12,6,21,16,3,8,6,4
1738,20-21,29,Randers,AGF,0,1,0,1,9,18,127.26,116.1,291,768,198,672,93,96,0.68,0.88,0.55,45,0.45,55,0.44,0.56,14,8,11,15,2,2,1,4
1739,20-21,29,Brøndby,Midtjylland,3,1,1,1,8,13,106.44,113.8,418,341,312,244,106,97,0.75,0.72,0.37,63,0.63,37,0.52,0.48,7,6,16,16,1,0,1,1
1740,20-21,29,Nordsjælland,København,2,2,0,0,11,20,128.72,128.94,901,323,830,235,71,88,0.92,0.73,0.56,44,0.44,56,0.49,0.51,10,10,7,11,2,1,7,2
1741,20-21,30,Vejle,OB,2,2,2,1,14,18,124.24,121.58,408,410,321,312,87,98,0.79,0.76,0.57,43,0.43,57,0.6,0.4,10,11,16,8,1,1,4,3
1742,20-21,30,Midtjylland,Randers,1,1,0,1,20,7,112.2,115.91,571,376,452,249,119,127,0.79,0.66,0.34,66,0.66,34,0.5,0.5,9,15,10,13,0,2,4,1
1743,20-21,30,AaB,Horsens,1,1,0,1,10,9,117.88,116.18,358,442,224,321,134,121,0.63,0.73,0.45,55,0.55,45,0.53,0.47,12,18,17,9,5,2,5,8
1744,20-21,30,København,Brøndby,2,1,1,1,23,10,117.27,117.84,416,705,350,646,66,59,0.84,0.92,0.43,57,0.57,43,0.57,0.43,10,11,11,6,2,1,1,9
1745,20-21,30,AGF,Nordsjælland,3,1,2,1,18,8,111.43,111.01,446,442,321,323,125,119,0.72,0.73,0.57,43,0.43,57,0.58,0.42,3,7,16,15,0,4,7,0
1746,20-21,30,SønderjyskE,Lyngby,2,0,1,0,19,19,116.31,120.04,490,337,402,241,88,96,0.82,0.72,0.6,40,0.4,60,0.58,0.42,17,8,22,8,3,0,6,4
1747,20-21,31,AaB,Vejle,2,1,0,1,16,8,115.89,111.24,423,333,322,219,101,114,0.76,0.66,0.42,58,0.58,42,0.44,0.56,10,13,10,17,2,3,4,5
1748,20-21,31,Nordsjælland,Randers,2,1,2,1,7,15,117.86,117.2,587,391,518,310,69,81,0.88,0.79,0.53,47,0.47,53,0.53,0.47,7,10,6,10,2,3,7,2
1749,20-21,31,København,Midtjylland,4,2,2,2,15,12,113.05,116.66,797,268,700,180,97,88,0.88,0.67,0.44,56,0.56,44,0.44,0.56,14,8,10,6,2,0,7,1
1750,20-21,31,Horsens,SønderjyskE,1,2,1,0,12,14,113.45,116.61,637,300,531,179,106,121,0.83,0.6,0.56,44,0.44,56,0.55,0.45,9,11,9,12,4,3,7,4
1751,20-21,31,Lyngby,OB,1,2,0,1,18,11,118.48,113.86,284,526,202,421,82,105,0.71,0.8,0.41,59,0.59,41,0.46,0.54,13,12,15,10,2,3,3,6
1752,20-21,31,AGF,Brøndby,1,2,1,1,19,7,122.4,120.58,465,586,383,492,82,94,0.82,0.84,0.37,63,0.63,37,0.48,0.52,19,12,4,12,2,0,2,6
1753,20-21,32,SønderjyskE,AaB,0,4,0,2,15,16,121.18,118.42,601,349,512,257,89,92,0.85,0.74,0.52,48,0.48,52,0.53,0.47,8,12,7,10,0,2,8,3
1754,20-21,32,Vejle,Lyngby,2,2,1,2,12,20,122.82,127.67,341,538,188,384,153,154,0.55,0.71,0.44,56,0.56,44,0.44,0.56,14,19,15,14,7,4,6,6
1755,20-21,32,OB,Horsens,4,0,2,0,12,9,116.89,120.87,402,476,304,397,98,79,0.76,0.83,0.38,62,0.62,38,0.5,0.5,10,7,14,9,2,2,1,5
1756,20-21,32,Brøndby,Nordsjælland,2,0,1,0,16,4,122.18,124.74,603,514,530,445,73,69,0.88,0.87,0.47,53,0.53,47,0.5,0.5,5,10,13,10,1,0,10,6
1757,20-21,32,Midtjylland,AGF,4,0,2,0,15,11,106.41,113.63,423,413,307,290,116,123,0.73,0.7,0.46,54,0.54,46,0.51,0.49,3,10,16,12,1,0,0,6
1758,20-21,32,Randers,København,2,1,0,0,18,10,118.72,121.31,335,526,226,430,109,96,0.67,0.82,0.51,49,0.49,51,0.61,0.39,9,5,15,9,2,1,4,9
1759,20-21,1,AGF,AaB,2,2,1,0,14,16,117.47,117.96,501,327,382,223,119,104,0.76,0.68,0.57,43,0.43,57,0.59,0.41,9,15,11,11,2,2,2,3
1760,21-22,1,Midtjylland,OB,1,2,0,1,16,14,120.43,116.79,543,370,456,295,87,75,0.84,0.8,0.43,57,0.57,43,0.42,0.58,12,21,9,15,3,1,7,5
1761,21-22,1,Nordsjælland,Viborg,1,2,1,1,21,12,116.13,119.53,421,446,319,352,102,94,0.76,0.79,0.44,56,0.56,44,0.53,0.47,12,20,5,10,6,5,4,10
1762,21-22,1,Vejle,Randers,0,2,0,2,11,14,123.77,123.46,692,289,601,200,91,89,0.87,0.69,0.46,54,0.54,46,0.54,0.46,11,12,11,8,1,1,10,3
1763,21-22,1,København,AaB,2,2,1,1,14,9,114.54,117.92,526,296,412,185,114,111,0.78,0.62,0.49,51,0.51,49,0.53,0.47,9,13,13,4,2,3,8,3
1764,21-22,1,AGF,Brøndby,1,1,1,1,11,16,115.38,114.28,747,317,665,247,82,70,0.89,0.78,0.58,42,0.42,58,0.45,0.55,11,15,5,7,2,1,13,2
1765,21-22,1,Silkeborg,SønderjyskE,0,0,0,0,15,10,120.54,122.71,346,631,264,546,82,85,0.76,0.87,0.33,67,0.67,33,0.44,0.56,8,3,6,8,2,4,4,7
1766,21-22,2,AaB,Midtjylland,0,1,0,1,5,19,113.37,112.59,477,409,400,333,77,76,0.84,0.81,0.39,61,0.61,39,0.55,0.45,16,6,13,11,1,2,5,4
1767,21-22,2,Nordsjælland,AGF,0,0,0,0,15,7,123.1,119.27,557,426,444,322,113,104,0.8,0.76,0.31,69,0.69,31,0.5,0.5,15,14,9,11,1,1,7,8
1768,21-22,2,Randers,OB,1,1,1,1,13,13,122.01,119.25,282,680,217,613,65,67,0.77,0.9,0.43,57,0.57,43,0.42,0.58,16,10,10,8,1,1,1,7
1769,21-22,2,København,Silkeborg,0,0,0,0,13,15,121.76,118.49,281,652,201,581,80,71,0.72,0.89,0.48,52,0.52,48,0.54,0.46,8,8,13,14,0,2,1,2
1770,21-22,2,Brøndby,Viborg,1,1,1,0,13,14,112.58,108.1,374,378,274,287,100,91,0.73,0.76,0.46,54,0.54,46,0.46,0.54,7,8,13,8,1,2,4,4
1771,21-22,2,SønderjyskE,Vejle,1,0,0,0,12,16,114.29,108.41,493,505,413,416,80,89,0.84,0.82,0.54,46,0.46,54,0.5,0.5,8,14,6,7,4,7,6,3
1772,21-22,3,Viborg,Midtjylland,0,2,0,0,13,17,114.2,109.29,515,332,421,239,94,93,0.82,0.72,0.47,53,0.53,47,0.51,0.49,5,8,18,16,0,2,8,2
1773,21-22,3,AGF,Randers,1,2,0,1,15,8,109.11,108.06,415,409,320,293,95,116,0.77,0.72,0.46,54,0.54,46,0.49,0.51,11,12,10,13,3,2,5,5
1774,21-22,3,Silkeborg,AaB,0,0,0,0,11,17,120.11,116.09,280,652,217,577,63,75,0.78,0.88,0.48,52,0.52,48,0.42,0.58,9,11,7,18,3,0,2,7
1775,21-22,3,Vejle,Brøndby,2,2,1,1,19,16,111.06,112.56,274,480,164,367,110,113,0.6,0.76,0.51,49,0.49,51,0.45,0.55,6,13,8,16,3,2,3,6
1776,21-22,3,OB,København,0,2,0,1,20,16,118.53,116.28,594,351,492,243,102,108,0.83,0.69,0.44,56,0.56,44,0.5,0.5,10,4,12,11,3,3,6,2
1777,21-22,3,SønderjyskE,Nordsjælland,0,2,0,1,8,18,112.91,117.33,430,351,346,266,84,85,0.8,0.76,0.54,46,0.46,54,0.5,0.5,7,16,11,8,2,4,12,5
1778,21-22,4,Silkeborg,Viborg,4,1,1,0,14,21,111.26,113.01,538,362,467,286,71,76,0.87,0.79,0.49,51,0.51,49,0.5,0.5,9,12,11,18,2,3,2,6
1779,21-22,4,Midtjylland,Vejle,4,1,1,0,29,6,112.92,114.5,498,317,413,239,85,78,0.83,0.75,0.44,56,0.56,44,0.59,0.41,15,8,11,9,0,1,9,2
1780,21-22,4,Randers,SønderjyskE,1,0,1,0,18,17,113.24,111.87,580,412,510,339,70,73,0.88,0.82,0.59,41,0.41,59,0.54,0.46,5,9,12,9,1,2,11,1
1781,21-22,4,København,Brøndby,4,2,2,1,15,11,113.1,117.53,379,547,297,474,82,73,0.78,0.87,0.58,42,0.42,58,0.51,0.49,9,10,10,9,3,3,4,3
1782,21-22,4,AaB,AGF,2,0,1,0,8,17,119.1,122.62,535,501,448,398,87,103,0.84,0.79,0.53,47,0.47,53,0.48,0.52,21,15,6,7,2,1,7,1
1783,21-22,4,Nordsjælland,OB,3,1,1,0,15,7,117.64,115.76,424,373,334,299,90,74,0.79,0.8,0.53,47,0.47,53,0.57,0.43,11,9,13,12,2,4,11,9
1784,21-22,5,SønderjyskE,Midtjylland,0,2,0,1,14,15,112.07,114.98,434,406,329,281,105,125,0.76,0.69,0.39,61,0.61,39,0.44,0.56,9,9,11,19,5,5,9,3
1785,21-22,5,Viborg,Randers,1,2,1,2,32,11,120.44,125.99,307,697,206,586,101,111,0.67,0.84,0.44,56,0.56,44,0.55,0.45,5,5,11,13,5,1,7,6
1786,21-22,5,Brøndby,Nordsjælland,0,1,0,0,10,10,121.29,119.68,571,350,461,241,110,109,0.81,0.69,0.42,58,0.58,42,0.46,0.54,5,15,7,18,0,2,7,3
1787,21-22,5,OB,Silkeborg,1,1,0,0,11,18,123.29,123.04,420,565,329,466,91,99,0.78,0.82,0.61,39,0.39,61,0.5,0.5,7,11,9,9,0,0,3,12
1788,21-22,5,AGF,København,1,3,0,2,12,14,126.5,126.5,727,447,613,343,114,104,0.84,0.77,0.5,50,0.5,50,0.48,0.52,9,15,6,10,1,1,4,4
1789,21-22,5,Vejle,AaB,0,1,0,1,11,23,118,113.94,575,391,490,305,85,86,0.85,0.78,0.5,50,0.5,50,0.51,0.49,9,15,16,8,1,1,9,3
1790,21-22,6,Midtjylland,Silkeborg,3,0,2,0,17,13,115.73,114.88,359,735,274,656,85,79,0.76,0.89,0.59,41,0.41,59,0.37,0.63,5,5,8,10,1,2,2,6
1791,21-22,6,OB,Brøndby,2,2,0,2,22,15,110.36,115.7,323,432,213,317,110,115,0.66,0.73,0.49,51,0.51,49,0.49,0.51,8,8,9,17,4,7,8,2
1792,21-22,6,Randers,AaB,1,1,1,1,10,11,112.56,112.89,624,283,545,203,79,80,0.87,0.72,0.55,45,0.45,55,0.54,0.46,14,7,12,10,0,1,14,3
1793,21-22,6,København,SønderjyskE,2,0,0,0,21,10,123.62,117.71,688,388,600,296,88,92,0.87,0.76,0.34,66,0.66,34,0.48,0.52,6,13,7,11,1,1,11,1
1794,21-22,6,Viborg,AGF,2,0,2,0,20,18,113.21,105.65,443,404,360,333,83,71,0.81,0.82,0.53,47,0.47,53,0.43,0.57,11,16,6,13,3,0,9,4
1795,21-22,6,Nordsjælland,Vejle,3,1,2,0,13,12,112.39,110.66,450,352,369,262,81,90,0.82,0.74,0.42,58,0.58,42,0.62,0.38,12,10,14,10,3,3,3,7
1796,21-22,7,AaB,Nordsjælland,2,1,1,1,12,11,116.7,118.27,594,384,482,284,112,100,0.81,0.74,0.61,39,0.39,61,0.5,0.5,14,12,13,13,8,1,2,4
1797,21-22,7,SønderjyskE,Viborg,2,2,1,1,26,14,106.44,111.87,313,474,244,403,69,71,0.78,0.85,0.49,51,0.51,49,0.5,0.5,7,19,15,13,2,0,6,1
1798,21-22,7,Silkeborg,Randers,2,1,1,0,12,18,117.95,117.07,466,684,404,609,62,75,0.87,0.89,0.49,51,0.51,49,0.53,0.47,4,3,6,10,5,1,5,3
1799,21-22,7,Vejle,København,0,4,0,2,4,24,110.34,113.39,443,298,354,200,89,98,0.8,0.67,0.73,27,0.27,73,0.4,0.6,11,8,9,14,1,3,5,8
1800,21-22,7,AGF,OB,2,2,2,1,12,15,115.34,112.72,450,317,331,202,119,115,0.74,0.64,0.66,34,0.34,66,0.45,0.55,17,18,9,10,4,1,13,6
1801,21-22,7,Brøndby,Midtjylland,2,0,0,0,10,18,116.02,118.9,291,872,200,791,91,81,0.69,0.91,0.53,47,0.47,53,0.47,0.53,11,14,8,11,2,5,3,3
1802,21-22,8,Midtjylland,Nordsjælland,2,0,0,0,15,12,105.41,114.57,654,280,593,217,61,63,0.91,0.78,0.59,41,0.41,59,0.6,0.4,5,14,18,9,1,2,2,4
1803,21-22,8,Brøndby,Silkeborg,1,1,1,1,20,15,116,117.74,405,464,309,376,96,88,0.76,0.81,0.45,55,0.55,45,0.51,0.49,3,4,15,15,0,3,5,4
1804,21-22,8,Viborg,AaB,2,3,1,1,19,18,112.16,109.39,381,415,242,293,139,122,0.64,0.71,0.47,53,0.53,47,0.54,0.46,9,8,15,13,2,5,2,4
1805,21-22,8,Randers,København,0,2,0,1,12,10,119.31,115.68,370,544,257,445,113,99,0.69,0.82,0.47,53,0.53,47,0.49,0.51,11,7,14,10,1,2,4,7
1806,21-22,8,AGF,Vejle,1,0,0,0,16,16,119.61,121.67,438,499,367,434,71,65,0.84,0.87,0.55,45,0.45,55,0.67,0.33,11,15,13,9,2,1,4,9
1807,21-22,8,OB,SønderjyskE,2,1,2,1,13,18,114.96,114.64,266,573,190,478,76,95,0.71,0.83,0.54,46,0.46,54,0.53,0.47,5,13,7,19,4,2,2,7
1808,21-22,9,AaB,OB,2,0,0,0,20,10,116.88,119.04,399,500,309,404,90,96,0.77,0.81,0.45,55,0.55,45,0.46,0.54,11,6,9,13,1,1,9,3
1809,21-22,9,Vejle,Viborg,1,1,1,1,20,16,118.56,114.65,311,613,214,537,97,76,0.69,0.88,0.55,45,0.45,55,0.48,0.52,5,14,9,11,1,0,5,5
1810,21-22,9,Randers,Nordsjælland,3,2,3,2,21,15,119.36,118.15,519,383,392,266,127,117,0.76,0.69,0.54,46,0.46,54,0.48,0.52,13,8,12,14,9,1,6,4
1811,21-22,9,SønderjyskE,Brøndby,1,0,0,0,20,12,114.84,112.05,711,310,641,226,70,84,0.9,0.73,0.67,33,0.33,67,0.48,0.52,13,10,5,9,1,2,11,0
1812,21-22,9,København,Midtjylland,0,1,0,0,15,9,113.32,115.6,350,474,277,404,73,70,0.79,0.85,0.28,72,0.72,28,0.51,0.49,13,6,18,10,1,5,2,7
1813,21-22,9,Silkeborg,AGF,0,2,0,0,12,8,114.37,113.04,466,434,358,327,108,107,0.77,0.75,0.33,67,0.67,33,0.49,0.51,8,20,18,13,5,3,2,5
1814,21-22,10,Midtjylland,Randers,1,0,1,0,10,14,115.99,113.3,448,377,364,288,84,89,0.81,0.76,0.58,42,0.42,58,0.57,0.43,9,12,12,8,0,0,4,5
1815,21-22,10,Viborg,OB,1,1,1,0,18,14,121.61,120.59,492,550,423,476,69,74,0.86,0.87,0.44,56,0.56,44,0.45,0.55,13,9,7,18,3,2,4,8
1816,21-22,10,Nordsjælland,København,1,5,0,1,14,13,112.18,116,505,506,431,427,74,79,0.85,0.84,0.43,57,0.57,43,0.64,0.36,7,10,6,4,1,0,7,4
1817,21-22,10,Brøndby,AaB,2,1,0,1,15,7,112.85,112.92,357,563,272,496,85,67,0.76,0.88,0.48,52,0.52,48,0.47,0.53,4,10,11,12,1,1,5,4
1818,21-22,10,Vejle,Silkeborg,2,4,2,3,13,15,118.42,113.34,1059,237,953,146,106,91,0.9,0.62,0.59,41,0.41,59,0.56,0.44,7,6,12,3,1,3,1,4
1819,21-22,10,AGF,SønderjyskE,1,0,1,0,22,15,118.93,118,536,291,440,191,96,100,0.82,0.66,0.54,46,0.46,54,0.51,0.49,15,14,10,16,3,1,1,4
1820,21-22,11,OB,Vejle,6,0,4,0,18,11,118.24,117.19,686,438,624,362,62,76,0.91,0.83,0.53,47,0.47,53,0.5,0.5,12,12,12,11,0,2,2,4
1821,21-22,11,AaB,SønderjyskE,4,0,2,0,20,12,118.45,114.81,798,263,706,177,92,86,0.88,0.67,0.48,52,0.52,48,0.48,0.52,13,6,11,10,0,4,4,4
1822,21-22,11,Silkeborg,Nordsjælland,4,1,2,1,14,16,115.68,115,344,624,241,532,103,92,0.7,0.85,0.48,52,0.52,48,0.48,0.52,6,8,9,11,2,7,1,6
1823,21-22,11,Midtjylland,AGF,4,0,4,0,11,9,111.12,111.14,319,473,220,378,99,95,0.69,0.8,0.42,58,0.58,42,0.55,0.45,9,12,10,14,3,3,3,3
1824,21-22,11,Randers,Brøndby,1,1,1,1,8,11,114.35,110.1,376,563,290,489,86,74,0.77,0.87,0.54,46,0.46,54,0.42,0.58,10,7,4,11,3,0,1,9
1825,21-22,11,København,Viborg,1,1,0,0,14,11,115.78,115.85,535,395,459,313,76,82,0.86,0.79,0.42,58,0.58,42,0.53,0.47,6,12,12,15,0,1,5,3
1826,21-22,12,Viborg,Silkeborg,1,1,0,0,10,22,114.02,114.52,464,496,403,444,61,52,0.87,0.9,0.64,36,0.36,64,0.45,0.55,9,8,14,4,2,0,1,5
1827,21-22,12,Nordsjælland,Midtjylland,2,2,2,0,12,10,110.96,112.57,432,318,320,217,112,101,0.74,0.68,0.61,39,0.39,61,0.43,0.57,10,9,19,10,1,5,9,6
1828,21-22,12,OB,Randers,1,2,1,0,18,23,108.54,104.73,480,309,386,199,94,110,0.8,0.64,0.46,54,0.54,46,0.56,0.44,4,13,13,7,8,0,5,3
1829,21-22,12,Brøndby,Vejle,3,2,1,1,19,16,109.83,109.35,367,553,281,463,86,90,0.77,0.84,0.39,61,0.61,39,0.48,0.52,6,10,8,10,0,2,7,5
1830,21-22,12,SønderjyskE,København,1,1,1,0,9,10,115.53,114.88,362,874,301,809,61,65,0.83,0.93,0.6,40,0.4,60,0.4,0.6,8,15,6,9,2,0,2,2
1831,21-22,12,AGF,AaB,1,0,1,0,7,7,104.94,113.11,396,714,318,638,78,76,0.8,0.89,0.6,40,0.4,60,0.54,0.46,13,16,14,10,1,1,4,3
1832,21-22,13,Vejle,Nordsjælland,2,0,2,0,14,11,111.87,110.22,446,452,356,367,90,85,0.8,0.81,0.62,38,0.38,62,0.46,0.54,11,12,13,16,1,4,3,9
1833,21-22,13,Brøndby,København,2,1,1,0,10,12,117.52,113.73,677,421,620,359,57,62,0.92,0.85,0.52,48,0.48,52,0.46,0.54,9,9,9,15,1,0,4,2
1834,21-22,13,Silkeborg,OB,1,1,0,0,17,15,116.74,111.92,458,350,397,277,61,73,0.87,0.79,0.4,60,0.6,40,0.42,0.58,8,7,8,17,1,0,8,5
1835,21-22,13,Randers,AGF,1,0,1,0,21,11,112.73,109.53,452,372,362,275,90,97,0.8,0.74,0.42,58,0.58,42,0.43,0.57,11,15,11,5,3,2,6,5
1836,21-22,13,Midtjylland,SønderjyskE,3,2,1,1,24,16,112.29,115.14,458,382,382,325,76,57,0.83,0.85,0.38,62,0.62,38,0.44,0.56,13,11,9,13,2,2,2,7
1837,21-22,13,AaB,Viborg,2,5,1,2,13,21,114.47,119.19,661,282,582,201,79,81,0.88,0.71,0.46,54,0.54,46,0.57,0.43,5,15,18,6,2,0,12,0
1838,21-22,14,Nordsjælland,AaB,0,2,0,1,11,7,110.57,113.09,886,246,818,177,68,69,0.92,0.72,0.41,59,0.59,41,0.48,0.52,7,6,6,8,0,0,10,0
